Work Number;Artists;Title;Date;Date (Acquisition);Credit Line;Prize in £ (Original Prize); Prize normed ; Gender ;
P81783;"STENBERG, Georgii
STENBERG, Vladimir";An Ordinary Story An Everyday Occurrence;1927;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P81699;STRAKHOV, Adolf 1896-1979;The Emancipated Woman is Building Socialism;1926;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P81652;STRAKHOV, Adolf 1896-1979;We Are the Realisation of the Plan;1933-4;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P81777;STRAKHOV, Adolf 1896-1979;Ulyanov Lenin 1870-1924;1924;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P81797;STRAKHOV, Adolf 1896-1979;We are the Reality of Our Plans;1934;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P81928;SVERDOV,;Portrait of Alexei Rykov (1881-1938);1920;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P81909;TEPLITSKY, A.;Friend or Enemy?;1943;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P81721;TERESHENKO, Nikolai 1924-2005;Repel the Aggressor!;1958;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P81773;TSAREV, Iurii 1932-1995;The Women from Kiev;1959;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P81712;UNKNOWN;"The Reality of Our Plan of Production is Millions
of Workers Creating a New Life. (Stalin)";1933;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81954;UNKNOWN;"The Politburo Central Committee of the
Communist Party of the Soviet Union (GK CPSU)";1977;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81955;UNKNOWN;Long Live the 1st of May;1946;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81820;UNKNOWN;Whatever It Takes, Stop the Enemy!;1940s;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81821;UNKNOWN;"Revenge and Death to the German-Fascist
Dogs!";1941;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81791;UNKNOWN;"To All Soviets of Workers, Peasants, Red Army
Representatives, to All Armies, All, All, All";1918;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P82023;UNKNOWN;Portrait of Stalin;20th C;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P82024;UNKNOWN;The Third International;20th C;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P82025;UNKNOWN;The First Red Guard;20th C;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P82026;UNKNOWN;This Word Is for You, Comrade!;20th C;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81793;UNKNOWN;"The Banner of Stakhanov's Labouring Glory Is in
Trusted Hands! 1935-1975";1975;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81822;UNKNOWN;"Long Live the Freedom and Independence of
Our Glorious Soviet Motherland!";1943;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81823;UNKNOWN;Death to German Occupants! (Stalin);1940s;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81824;UNKNOWN;Everything for the Front!;1942;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81825;UNKNOWN;"Fighters and Commanders of Our Air Defence
Armies!";1944;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81826;UNKNOWN;Everything for the Front, Everything for Victory!;1942;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81827;UNKNOWN;"The Year 1942 Must Be the Year of Complete
Annihilation of the Enemy! Death to German
Occupants!";1942;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81829;UNKNOWN;V. I. Lenin;1969;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81830;UNKNOWN;The First Day of Soviet Power;1969;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81831;UNKNOWN;Lenin's speech at the Komsomol Assembly;1969;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81832;UNKNOWN;"The Defeat of the Polish Bourgeoisie Will
Liberate Transport, Feed the City, Clothe the
Village and Give Life to the Country. Volunteer!
The Defeat of the Polish Bourgeoisie Liberates
the Transport, Feeds the City, Clothes the
Village, Gives Life to the Country. Volunteer";1920;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81833;UNKNOWN;The Way to Happiness;1921, printed 1972;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81834;UNKNOWN;Proletarians of All Countries, Unite!;1930s;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81836;UNKNOWN;K. E. Voroshilov;1925;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81839;UNKNOWN;Portrait of Karl Marx;1975;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P82034;UNKNOWN;Karl Marx;20th C;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81840;UNKNOWN;Portrait of Karl Marx;1975;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81842;UNKNOWN;Leonid Brezhnev;1977;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81844;UNKNOWN;Leonid Brezhnev;1976;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81845;UNKNOWN;Yuri Andronov;1982;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81846;UNKNOWN;"Long Live Great Stalin - the Creator of the
Constitution of Victorious Socialism and True
Democratism!";1937;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81847;UNKNOWN;Towards Socialism with Comrade Gottwald;1950s;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81849;UNKNOWN;Mátyás Rákosi;1950s;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81852;UNKNOWN;Any Questions about the Soviet Union?;c.1942;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81853;UNKNOWN;Stop Hitler! Save Czechoslovakia;1938;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81855;UNKNOWN;Proletariats of All Countries Unite - CPSU;1985;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81858;UNKNOWN;"Politburo Central Committee of the Communist
Party of the Soviet Union (GK CPSU)";1977;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81859;UNKNOWN;Vladimir Lenin;1937;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81861;UNKNOWN;Here's Our Profit!;1965;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81863;UNKNOWN;Portrait of Lenin;1952;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81866;UNKNOWN;"National and Administrative-Territorial
Organisation of the USSR";1952;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81789;UNKNOWN;Manifesto of Nicholas II;1917;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81794;UNKNOWN;Our Socialist Republic of Soviets Will Stand Firm;1967;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81795;UNKNOWN;Our Socialist Republic of Soviets Will Stand Firm;1967;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81796;UNKNOWN;Our Socialist Republic of Soviets Will Stand Firm;1967;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81798;UNKNOWN;No!;1984;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81799;UNKNOWN;We Say No to Nuclear Madness;1984;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81801;UNKNOWN;I. V. Stalin;1937;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81802;UNKNOWN;"Glory to Our Free Republic. Be the Adamant
Guardian of Peace!";1950s;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81803;UNKNOWN;Stalin's Five-Year Plan, Complete 5 Years in 4!;1948;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81804;UNKNOWN;Iosif Vissarionovich Stalin;1951;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81805;UNKNOWN;I. V. Stalin;1950s;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81806;UNKNOWN;Vyacheslav Mikhailovich Molotov;1950;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P82027;UNKNOWN;I. V. Stalin on Cruiser 'Molotov';20th C;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P82028;UNKNOWN;Morning of Our Motherland;20th C;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P82029;UNKNOWN;"Strong and Powerful Dictatorship of the
Proletariat";20th C;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81808;UNKNOWN;I.V. Stalin and M.S. Khrushchev;1940;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P82032;UNKNOWN;Portrait of Lenin;20th C;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81811;UNKNOWN;Long Live the 1st of May;1946;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81812;UNKNOWN;"World Communism Has Stepped Out Onto the
Street";c.1920;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P82031;UNKNOWN;"The USSR Is the Most Democratic Country in the
World";20th C;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81813;UNKNOWN;"The Friendship of the Peoples of the USSR is a
Big and Serious Accomplishment";1948;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P82033;UNKNOWN;V. I. Lenin;20th C;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81815;UNKNOWN;Machine-Tractor Station;1931;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81816;UNKNOWN;"Proletarians of All Countries, Unite! Third
International 1917-1923";1923;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81818;UNKNOWN;Homeless Children Charity Stamps Sold Here;1927;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81819;UNKNOWN;"Calendar, Free Supplement to Newspaper 'Our
Life', January - June 1925";1925;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81870;UNKNOWN;Peasant! Do Your Duty - Pay the Goods Tax;1921;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81873;UNKNOWN;"The Tasks of the First Year Of the Five Year Plan
- By 7 November!";1981;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P82040;UNKNOWN;Untitled Photo Collage;20th C;2016-2017 (DKC);presented;""""; -     ; (Unknown) ;
P81878;UNKNOWN;Untitled Photo Collage;1928;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81879;UNKNOWN;"The CPSU Congress Approved the Complex
Programme for the Further Development of
Agricultural Infrastructure of the Country. The
Decisions of the Congress of the Party - We Will
Deliver!";1976;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81956;UNKNOWN;"The Banner of Stakhanov's Labouring Glory Is in
Trusted Hands! 1935-1975";1975;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
T14823;UNKNOWN;Leon Trotsky;1980s?;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
T14824;UNKNOWN;Leon Trotsky;1980s?;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
T14826;UNKNOWN;Leon Trotsky;1980s?;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81948;UNKNOWN;Map of East Kazan;1920s;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81957;UNKNOWN;The Victory of Communism is Inevitable;1984;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
T14825;UNKNOWN;Leon Trotsky;1980s?;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81856;UNKNOWN;Portrait of Vladimir Lenin;1980;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81841;UNKNOWN;Leonid Brezhnev;1977;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81828;UNKNOWN;Vladimir Lenin in His Office in the Kremlin;1969;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81800;UNKNOWN;The Victory of Communism is Inevitable;1984;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81901;USHAKOV-POSKOCHIN,;We Will Build a New Village at the Behest of Vladimir Ilyich Lenin;1926;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P81730;V.CH.K.,;"Send Your Sons to the Red Army - the Best and
Foremost";1920s;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81679;VARA,;"Composite poster of Bolshevik Officials, from
Central Asian newspaper ""Trud"" (""Work"")";1924;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81868;VASSILIEV, Piotr 1899-1975;We Are Proud that the Joy of Starting to Build the Soviet State has Fallen unto Us, and With It Beginning this New Epoch of World History.' (Vladimir Lenin);1954;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P81659;VATOLINA, Nina 1915-2002;Forward! Victory is Close at Hand!;1944;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81658;VATOLINA, Nina 1915-2002;Don't Chatter! Gossiping Borders on Treason Don't Chatter!;1941;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81769;VATOLINA, Nina 1915-2002;I Will Vote for the Candidate's Bloc of Communists and Non-Party Members;1946;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81660;VATOLINA, Nina 1915-2002;Fascism - The Most Evil Enemy of Women. Everyone to the Struggle Against Fascism!;1941;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81672;VATOLINA, Nina 1915-2002;Every Honest Citizen - Join Us!;1952;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81889;VATOLINA, Nina 1915-2002;Don't Chatter;1941;2016-2017 (DKC);purchased;""""; -     ; (Unknown) ;
P81865;VIKTOROV, Valentin 1909-1981;1917-1954: Glory to the Homeland of October!;1954;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P81677;"VORONOV, Leonid born 1899
EVSTAFIEV, Mikhail";October Oktober;1927;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P81651;ZELENSKY, Alexander 1882-1942;To Have More, You Must Produce More - To Produce More, You Must Know More;1920;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P81790;ZHUKOV, Pavel 1870-1942;Vladimir Lenin (Ulyanov) V. Lenin (Ul'yanov);c. 1920, printed later;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P81854;ZHUKOV, Pavel 1870-1942;Vladimir Lenin;1920, printed 1980;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P82035;ZINOV, Victor C.;Long Live the Victorious People! Long Live Our Dear Stalin!;20th C;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
P81915;ZVORYKIN, Boris 1872-1942;The Red Ploughman;1942;2016-2017 (DKC);purchased;""""; -     ; (Male) ;
TGA 20172;Archive elements of the collection;Archive elements of the collection;;2016-2017 (DKC);puchased;""""; -     ; (Male) ;
T14875;ABRAMOVIC, Marina born 1946;Rhythm 0;1974;2017-2018;presented;€ 175,000; 154.875,00   ; (Female) ;
T14892;ABTS, Tomma born 1967;Untitled #4;2014;2017-2018;presented;£ 19,367.83 (US $ 25,000.00); 19.367,83   ; (Female) ;
T14997;ABTS, Tomma born 1967;Dako;2016;2017-2018;purchased;£99,000; 99.000,00   ; (Female) ;
T14910;ADLER, Jankel 1895-1949;Orphans;1941;2017-2018;allocated;£19,600.00; 19.600,00   ; (Male) ;
P14776;ALBERS, Anni 1899-1994;TR III;1969-70;2017-2018;presented;£2,500.00; 2.500,00   ; (Female) ;
T14879;AMARAL, Olga de born 1932;Alchemy 50 Alquimia 50;1987;2017-2018;presented;£ 152,000.00 (US $ 200,000.00); 152.000,00   ; (Female) ;
T14880;AMARAL, Olga de born 1932;In Grey and Pink En gris y rosado;1966;2017-2018;presented;£ 60,800.00 (US $ 80,000.00); 60.800,00   ; (Female) ;
P14881;ANONYMOUS, life;"""Perfecto"" Flaked Rice. A consignment from Gillman & Spencer, Ltd of 16 tons of their ""PERFECTO"" flaked rice in packets - ready for shipment to Army and Navy canteens over- seas and in the United Kingdom";Unknown;2017-2018;presented;£200.00; 200,00   ; (Unknown) ;
P14882;ANONYMOUS, life;View from the Thames;Unknown;2017-2018;presented;£500.00; 500,00   ; (Unknown) ;
P14883;ANONYMOUS, life;By the Thames;Unknown;2017-2018;presented;£500.00; 500,00   ; (Unknown) ;
P14884;ANONYMOUS, life;Holborn Circus;c.1880;2017-2018;presented;£1,000; 1.000,00   ; (Unknown) ;
P14885;ANONYMOUS, life;The Annual Brass Band Contest at the Crystal Palace;1935;2017-2018;presented;£400.00; 400,00   ; (Unknown) ;
P14886;ANONYMOUS, life;Wood Milne Rubber Heels;Unknown;2017-2018;presented;£200.00; 200,00   ; (Unknown) ;
P14887;ANONYMOUS, life;First Day of New Traffic Regulations;Unknown;2017-2018;presented;£200.00; 200,00   ; (Unknown) ;
P14888;ANONYMOUS, life;Extradition du banquier anglais Bevan;Unknown;2017-2018;presented;£500.00; 500,00   ; (Unknown) ;
P14889;ANONYMOUS, life;Untitled;Unknown;2017-2018;presented;£1,000.00; 1.000,00   ; (Unknown) ;
P14890;ANONYMOUS, life;Untitled;Unknown;2017-2018;presented;£500.00; 500,00   ; (Unknown) ;
P14891;ANONYMOUS, life;Untitled;Unknown;2017-2018;presented;£1,000.00; 1.000,00   ; (Unknown) ;
P14892;ANONYMOUS, life;Untitled;Unknown;2017-2018;presented;£1,000.00; 1.000,00   ; (Unknown) ;
P14893;ANONYMOUS, life;Untitled;Unknown;2017-2018;presented;£500.00; 500,00   ; (Unknown) ;
P14914;ANONYMOUS, life;Untitled;Unknown;2017-2018;presented;£500.00; 500,00   ; (Unknown) ;
P14915;ANONYMOUS, life;Untitled;Unknown;2017-2018;presented;£500.00; 500,00   ; (Unknown) ;
T14882;ANTIN, Eleanor born 1935;Blood of a Poet Box;1965-8;2017-2018;presented;£150,000.00; 150.000,00   ; (Female) ;
T14935;ANTUFIEV, Evgeny born 1986;Untitled;2015;2017-2018;purchased;€5,000 (£4,450); 4.450,00   ; (Male) ;
T14973;ANTUNES, Leonor born 1972;Assembled, moved, re-arranged and scrapped continuously I Mesh;2013-6;2017-2018;purchased;$80,000 US (£57,922); 57.922,00   ; (Female) ;
T14974;ANTUNES, Leonor born 1972;Discrepancies with T.P. (II)Discrepâncias com T.P. (II);2012;2017-2018;presented;£ 44,181.17 (US $ 55,000.00); 44.181,17   ; (Female) ;
P82072;APSIT, Aleksandr 1880-1994;Stand Up for the Defence of Petrograd;1919;2017-2018;purchased;£10,000 *; 10.000,00   ; (Male) ;
P82091;"Art & Language (Michael Baldwin, born 1945; Mel Ramsden, born 1944)";Part of an American Portrait;2013;2017-2018;purchased;£160; 160,00   ; (Group) ;
P82079;ARTISTS' BRIGADE;The Results of the First Five-Year Plan and the Objectives of the Second Five-Year Plan: The USSR Has Become the Leading Agricultural Country in the World;1933;2017-2018;purchased;£1,500 *; 1.500,00   ; (Group) ;
P82080;ARTISTS' BRIGADE;The Results of the First Five-Year Plan and the Objectives of the Second Five-Year Plan: On the Continuous Path of Collectivisation and the Mechanisation of Agriculture in the USSR;1933;2017-2018;purchased;£1,500 *; 1.500,00   ; (Group) ;
P82081;ARTISTS' BRIGADE;The Results of the First Five-Year Plan and the Objectives of the Second Five-Year Plan: Factory Farming in the USSR's Grain and Livestock Sector is Getting Bigger and Stronger;1933;2017-2018;purchased;£1,500 *; 1.500,00   ; (Group) ;
P82082;ARTIST, Unknown;Proletarians of All Countries Unite - CPSU;1985;2017-2018;purchased;£1,000 *; 1.000,00   ; (Unknown) ;
T14887;ARTIST, Unknown;With a United Front We Will Overcome Obstacles in Building a Socialist Industry in Villages;unknown;2017-2018;purchased;£15,000 *; 15.000,00   ; (Unknown) ;
P14930;ATKINS, Marc born 1962;The Dogs of Alcibiades, Victoria Park;1996;2017-2018;presented;£500.00; 500,00   ; (Male) ;
T14985;ATKINSON, Terry born 1939;Corporal Grünewald, Privates Dürer, Cranach and Brecht. Thuringian infantrymen looking under a dead horse. Bapaume area, winter 1916;1978-9;2017-2018;purchased;£7,500; 7.500,00   ; (Male) ;
T14990;ATKINSON, Terry born 1939;Bridging Work B;1974;2017-2018;purchased;£2,500; 2.500,00   ; (Male) ;
T15023;ATOUI, TAREK born 1980;The Reverse Collection;2016;2017-2018;purchased;$104,000 (£75,169); 75.169,00   ; (Male) ;
T15046;BAKER, John James active circa 1685-1725;The Whig Junto;1710;2017-2018;allocated;£300,000.00; 300.000,00   ; (Male) ;
T14925;BALKA, Miroslaw born 1958;Julio Iglesias;1986;2017-2018;presented;£ 13,235.00 (Euros 15,000.00); 13.235,00   ; (Male) ;
T14926;BALKA, Miroslaw born 1958;man and snake;1989;2017-2018;presented;£ 13,235.00 (Euros 15,000.00); 13.235,00   ; (Male) ;
T14927;BALKA, Miroslaw born 1958;Before GOOD;1990;2017-2018;presented;£ 13,235.00 (Euros 15,000.00); 13.235,00   ; (Male) ;
T14928;BALKA, Miroslaw born 1958;library;1990;2017-2018;presented;£ 13,235.00 (Euros 15,000.00); 13.235,00   ; (Male) ;
T14929;BALKA, Miroslaw born 1958;death of the dog;1986;2017-2018;presented;£ 13,235.00 (Euros 15,000.00); 13.235,00   ; (Male) ;
T14930;BALKA, Miroslaw born 1958;The bear. Skull;1990;2017-2018;presented;£ 13,235.00 (Euros 15,000.00); 13.235,00   ; (Male) ;
T14931;BALKA, Miroslaw born 1958;Home Sweat Home;1990;2017-2018;presented;£ 13,235.00 (Euros 15,000.00); 13.235,00   ; (Male) ;
P20831;BANN, Stephen born 1942;Orange;1964;2017-2018;presented;£750.00; 750,00   ; (Male) ;
